Date,Resident_Name,EPA,Observer_Name,Observer_Type,Rating,Type,Situation_Context,Feedback,Professionalism_Safety
09/20/2018,Resident_001,1.1,Faculty_006,Clinical Supervisor,4,Part A: Direct Observation - Form 1,"emergency department, adult, simple, respiratory stress",Reminder about 1st line agents for LRTI's in elderly,
07/10/2018,Resident_002,1.1,Faculty_007,Clinical Supervisor,3,Part A: Direct Observation - Form 1,complex clinical characteristic,"Complex multidrug overdose patient. needed to recognize potential toxidrome. concerns for level of consciousness, potential need for airway management and management of hypotension.",
07/18/2018,Resident_002,1.1,Faculty_001,Clinical Supervisor,4,Part A: Direct Observation - Form 1,simple,"-Asked for a ton of things right off the bat - blood pressure, SpO2, Glucose, temperature. Nurse was already doing those things for you. Might miss one if you order these like this in real life. Prioritize if you want something first. Probably wouldn't do that in real life. Likely sim artifact.
-Reasonable start with vitals, IV's, nasal prongs, and ECG.
-ECG interpretation saw some ST changes but missed the 3rd degree AVB.
-Considered nitro but didn't give it due to lack of R sided ECG. This is not the reason you shouldn't have given it! BP was light, HR was ~40 when you mentioned this, and the patient had a 3rd degree block. I noted that I would prompt because I would have prompted based on this.
-Good call to your emergency physician. Lots of good information and in a good order with good brevity.
-Reasonable workup planned prior to consulting with the emergency physician. Notably, I mentioned a DOPAMINE infusion rather than a dobutamine infusion. Dobutamine probably wouldn't be appropriate in this situation as it could drop the blood pressure. You told me all about this when I came into the room so it's clear you knew it :)
-You mentioned in the debrief that she was in cardiogenic shock - great thing to label in the case!",
07/18/2018,Resident_002,1.1,Faculty_001,Clinical Supervisor,5,Part A: Direct Observation - Form 1,simple,"-Good job getting vitals and initial history
-Good labeling of sepsis and ordering of septic workup. Try not to do a list of labs with verbal orders. Got fluids ordered at the same time.
-Ordered oxygen when dropped below 92% which is reasonable.
-The patient stopped responding to you but you didn't seem to take note of that immediately. This is difficult with manikins, but be sure to pay attention that!
-Good job thinking ahead to next step with consideration of 'pressors' but if you do want the nurse to begin getting this ready (as you suggested) be sure to specify which one. Nice that you know your pressor doses, but you forgot the '/kg/' part the first time you said it. Watch that - those need to be very specific!",
08/07/2018,Resident_002,1.1,Faculty_008,Clinical Supervisor,3,Part A: Direct Observation - Form 1,complex patient characteristic,"Dr Resident was asked to reassess an elderly male patient he had seen with suspected with SOB as he developed increasing respiratory distress related to likely pneumosepsis and onset of a new dysrhythmia in the ER.  This was a complicated case that challenged Dr Resident with respect to balancing intervention with investigation, application of strategies to manage rapid AFib given the decompsensating patient/the clinical setting, escalating care and identification of code status. Dr Resident required prompting in several aspects of the patient's care but had much of the basic knowledge base and approach to management that is expected of a new learner.  He appropriately identified that his patient was 'sick' and required a change in course of his treatment.",
08/19/2018,Resident_002,1.1,Faculty_009,Clinical Supervisor,2,Part A: Direct Observation - Form 1,complex clinical characteristic,Good job recognizing immediate need for fluids and concern regarding K.  Further management of this patient was complex and required my assistance throughout.  This EPA seems to be more directed at critically ill patients.,
09/11/2018,Resident_002,1.1,Faculty_010,Clinical Supervisor,3,Part A: Direct Observation - Form 1,complex patient characteristic,"Initiated appropriate fluid resuscitation on hotn/tachy pt. Did septic workup, knew disposition upon presentation, made calls to consultant",
09/15/2018,Resident_002,1.1,Faculty_011,Clinical Supervisor,4,Part A: Direct Observation - Form 1,complex clinical characteristic,This case illustrated the importance of methodical and comprehensive evaluation of non-specific back pain. Needed some guidance regarding disposition,
09/17/2018,Resident_002,1.1,Faculty_012,Clinical Supervisor,4,Part A: Direct Observation - Form 1,complex clinical characteristic,very ill young man in DKA with altered mental status and rapid breathing due to metabolic acidemia.... needed fluid resuscitation and close monitoring while keeping me in the loop and contacting internal medicine... Resident showed skill and good judgment in moving this sick young man towards homeostasis,
09/19/2018,Resident_002,1.1,Faculty_002,Clinical Supervisor,5,Part A: Direct Observation - Form 1,"simulation, adult, complex patient characteristic, cardiorespiratory arrest","Took initial history of syncopal episode.  Recognized rhythm change and change in LOC immediately.  Delegated nurse to start CPR, verbalized that he wanted to call a code blue, hooked up defib pads and shocked VF, called attending/code blue.  During debrief, Resident shared his frame around what to do first regarding hooking up defib pads or calling for help given there was only him and a nurse, and the nurse was doing compressions.  Resident recognized that the most important intervention to save the patient was to defib, and he would have a 2 minute window to call after shocking the patient.  I thought this was excellent use of prioritization.  We also discussed how to risk stratify syncope (vagal vs cardiac) and that escalating care initially in this case would have been excessive.  Simply having the patient on a monitor to recognize decompensation was sufficient.",
09/19/2018,Resident_002,1.1,Faculty_002,Clinical Supervisor,5,Part A: Direct Observation - Form 1,"emergency department, adult, complex patient characteristic, respiratory stress","Took initial history.  Asked for nasal prongs oxygen.  Asks for labs/CXR.  Examines patient, including leg.  Asks further history, targeting PE.  Recognized patient was sick, called attending and gave nice summary.  Patient arrested, Resident recognized this right away, directed CPR.  I came in as the attending at this point, and then took over once Resident had given 1 round of Epi.

AED use - Resident used the AED mode in both cases this morning that I observed.  He stated that this 'frees up hands' so he can do other things.  I encouraged him to use manual mode in the hospital setting.
Handover to attending - admitted he sort of 'let the attending take over and stopped thinking'.  I encouraged him to give a proper handover as the attending does have the same information as you do initially.
Explored why he called when he did - recognized the patient was quite sick and wanted to make sure his attending was aware of his plan.",
09/19/2018,Resident_002,1.1,Faculty_001,Clinical Supervisor,5,Part A: Direct Observation - Form 1,"simulation, adult, simple, respiratory stress","-Good job getting initial vital signs, IV's, workup, and working through the primary.
-'Start with Ringer's or Saline' - just pick one; it's simpler!
-Jumped from no oxygen to a NRB mask - I probably would have started with nasal prongs and escalated. This would allow you to have a more accurate idea of how much oxygen that they are actually requiring.
-Good call to the physician. Required a bit of prompting to decompress the chest, but in terms of your initial assessment and mobilization of care you did a great job.",
07/18/2018,Resident_003,1.1,Faculty_002,Clinical Supervisor,5,Part A: Direct Observation - Form 1,simple,"Recognized tachycardia, borderline BP, initiated IV access and fluid bolus.  Took history concurrently while starting treatment.  Started second IV when patient had hematemesis.  Called for help after 1L bolus given and patient still tachy and now hypotensive.  'Deteriorating rapidly' then gave me a chronological narrative story but got the point across, but could be more to the point.  Suggested blood transfusion, but asked for 4 units uncrossed (1-2 would be sufficient).  Worked well with RN, gave clear orders.  Then when requesting blood, gave a nice concise story which conveyed how ill the patient was and what you needed 'I have a hypotensive GI bleed patient, and I need 2 units of O POS blood'.  Nice job.",
07/18/2018,Resident_003,1.1,Faculty_001,Clinical Supervisor,3,Part A: Direct Observation - Form 1,simple,"-Reasonable history and physical occurring simultaneously with vital signs.
-Requested 'some oxygen' - be more explicit right from the beginning so the nurse doesn't need to prompt regarding how much oxygen.
-When ordering the pacer pads placed I do think it is reasonable to be really explicit in terms of why right from the beginning (especially if the patient appears to be pretty stable). You asked for the defibrillator which does imply defibrillation rather than pacing which also resulted in some confusion.
-You were worried about needing to pace her and gave atropine but didn't order an ECG until after! ECG can happen (along with blood work) simultaneously with the history and physical exam in a patient who is sick like this one. Your nurse was free during the physical exam and could have been helping with this. I would have definitely prompted for an ECG much earlier.
-Ordered atropine to be given prior to an ECG and also used some language noting that you were uncertain regarding its dose. This did not convey confidence and I suspect that the nurses would be quite concerned regarding this patient with unstable vitals and not knowing the doses for the medications for the resuscitation medications that are being ordered. This should prompt you to get help quicker.
-When giving verbal orders of labs I would suggest using 'workups' rather than specifics otherwise they will be missed!
-Call to me - good job on noting that you needed help and giving vitals but you could give me a bit more of an interpretation of what you think is going on and why. That said, you needed the ECG to really know and we prompted you here. 
-ECG interpretation - this is a 3rd degree AVB with some ischemic changes.",
07/18/2018,Resident_003,1.1,Faculty_002,Clinical Supervisor,5,Part A: Direct Observation - Form 1,simple,"Recognized abnormal vitals signs and targeted interventions towards addressing them (O2 for low sats, IV access and 1L fluid bolus for tachy/hypotensive).  Initiated septic work-up after initial interventions.  Called attending when initial interventions were not effective.  Gave a nice summary to attending 'I have a sick patient and I need your help...she is a 94 y o with sepsis, hypotensive tachycardic and low sats'.  Knew next steps of broad spectrum ABX and continued fluid resus.  Made sure he looked up the dose - good.  Good discussion with RN who was concerned about treating fever - acknowledged her concern but then explained why other interventions were more important.",
07/26/2018,Resident_003,1.1,Faculty_013,Clinical Supervisor,5,Part A: Direct Observation - Form 1,complex clinical characteristic,Resident jumped right in at beginning of shift level 2 febrile patient with decreased BP --> sepsis. By the time I came to assess ?....... following sepsis protocol --> followed through till consulted medicine. Excellent interaction with family member.,
08/02/2018,Resident_003,1.1,Faculty_002,Clinical Supervisor,5,Part A: Direct Observation - Form 1,simple,"Resident assessed a CTAS 2 allergic reaction.  The child was ultimately treated for anaphylaxis, however waiting to get a full assessment and review with me before starting treatment was the right decision.  It was a soft call for anaphylaxis (acute onset hives, subjective throat swelling after 2nd exposure to Nutella with 1st exposure having only mild facial symptoms). I think it was appropriate to wait and see as the symptoms were mild so a minor delay in treatment was fine to sure we were making the right decision to treat.",
08/06/2018,Resident_003,1.1,Faculty_014,Clinical Supervisor,5,Part A: Direct Observation - Form 1,simple,Good initial assessment and approach. Started appropriate initial treatment and recognized when to ask for assistance.,
08/24/2018,Resident_003,1.1,Faculty_015,Clinical Supervisor,4,Part A: Direct Observation - Form 1,complex clinical characteristic,"Recognized angioedema/anaphylaxis and possible threat to airway, knew what interventions were necessary, communicated very well with nurse, patient and family.  Make sure the doses for anaphylaxis roll off the tongue.  Excellent resident.",
08/28/2018,Resident_003,1.1,Faculty_010,Clinical Supervisor,4,Part A: Direct Observation - Form 1,complex clinical characteristic,"-Covered the majority of areas in the  assessment, order of primary and secondary mixed, remember TDaP, great communication with family, learned about pubic rami #
Very good communication to pt and families
Great suturing on hand lac",
09/19/2018,Resident_003,1.1,Faculty_002,Clinical Supervisor,5,Part A: Direct Observation - Form 1,"simulation, adult, complex patient characteristic, cardiorespiratory arrest","Introduced himself to nurse and patient.  Asked for monitors/vitals.  Took history, considered seizure and syncope as cause.  Single IV access requested.  Asked for labs, ECG.  Physical exam.  Further hx to consider PE as cause.  Recognized VF arrest, asked nurse to hook up monitors and call a code/attending. Asked on a few occasions for nurse to call for help as she initially hooked up to monitors.  Did a full cycle of CPR, tasked RN to do BVM.  Seemed to be waiting for people to come to manage the monitor.  Good summary phone call to attending.

During debrief, in retrospect, wonders if he should have put pads on before.  I reinforced that his approach to this 'real patient' was bang on, don't try to overthink it because it is a SIM.  Recognized he was a bit indecisive around what to do after 1 cycle of CPR.  In his frame he felt like the code team was coming, and when he realized they weren't he took over.",
09/19/2018,Resident_003,1.1,Faculty_002,Clinical Supervisor,5,Part A: Direct Observation - Form 1,"simulation, adult, complex patient characteristic, respiratory stress","Introduced himself to patient, took history.  Resident repeats the patient's responses often - I think this works well, the patient knows they have been heard. Asked for vitals, did physical exam.  Asked for oxygen once O2 seen to be low.  Orders 1L fluid given low BP and tachycardia.  Further examination, asks for CXR/ECG.  Further hx.  Call to attending - nicely summarized.  Recognized change in rhythm, but went down symptomatic bradycardia pathway.  Did not recognize patient was pulseless.  

During debrief - Resident was visibly upset with himself that he did not recognize that the patient was pulseless.  In real life the patient would appear more lifeless, this is a bit of SIMism.",
09/19/2018,Resident_003,1.1,Faculty_001,Clinical Supervisor,3,Part A: Direct Observation - Form 1,"simulation, adult, simple, respiratory stress","-Good job completing the primary survey and getting initial oxygen, vitals, labs, and beginning management.
-Good identification of the pathology and getting the needle. In the future also get the chest tube ready as well as this will be necessary next.
-Great job sharing your frame / mental model with the team.
-One part of this EPA is mobilizing the team and your supervisor when you have a sick patient. When you are thinking that you might need to decompress the chest of a trauma patient, you should call your attending! At worst, this should be done concurrently rather than later. I would be very concerned if I found that a patient had come in and had their chest decompressed without having let an attending know. 
-In general, great job with the management.",
07/11/2018,Resident_001,1.2,Faculty_011,Clinical Supervisor,5,Part A: Direct and Indirect Observation - Form 1,direct,Discussed indications for facial bone x-rays in facial /nose trauma,
07/14/2018,Resident_001,1.2,Faculty_016,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,,Great job working up your cases,
07/16/2018,Resident_001,1.2,Faculty_014,Clinical Supervisor,5,Part A: Direct and Indirect Observation - Form 1,direct,The next step is continued refinement of the information you have gathered from your history and physical into a list of most likely diagnsoes.,
07/20/2018,Resident_001,1.2,Faculty_009,Clinical Supervisor,3,Part A: Direct and Indirect Observation - Form 1,direct,try to stay focused in History regarding pertinent positives and negatives of chief complaint.  Good DDX and treatment plan.  When dealing with unexplainable symptoms address concerns.,
08/02/2018,Resident_001,1.2,Faculty_017,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,direct,This patient presented with hematuria as a primary issue and was thoroughly investigated appropriately with a non related  pathology identified.  This conclusion was of greater diagnostic importance. This case was well managed.,
08/03/2018,Resident_001,1.2,Faculty_002,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,direct,"Resident assessed an older patient with CP who had just been discharged from hospital for pneumonia.  She was clearly confused and delirious.  Resident identified this, but still tried to get through a history of the patient.  He then moved to checking mental status/orientation which was significantly altered.  I encouraged him to either abort the history early in these situations, or ask questions that require more than a yes/no answer.  Get your history through collateral sources in these patients.",
08/04/2018,Resident_001,1.2,Faculty_018,Resident,3,Part A: Direct and Indirect Observation - Form 1,direct,"This patient presented with a complaint of dizziness which was unclear on initial history as many of these complaints can be. Through prompting Resident was able to identify that her feeling of light headedness was more likely to be vertiginous in nature. We talked through appropriate initiation of the HINTS exam and reviewed the Dix-Hallpike maneuver. We also reviewed vertigo.

We discussed appropriateness of ordering tests. In particular, we talked about directed ordering of tests in order to maximize value of what is ordered re: changing management. As with many early trainees, Resident is used to the shotgun approach of history-physical-investigations-treatment. He responded to feedback well.",
08/13/2018,Resident_001,1.2,Faculty_019,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,direct,"Discussed with Resident in person, but required some additional information at end of history.    Overall excellent communication skill style.",
08/14/2018,Resident_001,1.2,Faculty_006,Clinical Supervisor,5,Part A: Direct and Indirect Observation - Form 1,direct,"Abdo/back pain, appropriate treatment, work up and dispo",
08/16/2018,Resident_001,1.2,Faculty_006,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,direct,"Abdo pain, appropriate work up, discussion of imaging and timeperiod",
08/27/2018,Resident_001,1.2,Faculty_020,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,direct,no concerns; doing well,
08/27/2018,Resident_001,1.2,Faculty_020,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,direct,No concerns,
08/28/2018,Resident_001,1.2,Faculty_002,Clinical Supervisor,5,Part A: Direct and Indirect Observation - Form 1,direct,"Resident assessed a patient who had fallen down a couple of stairs.  He asked most of the important questions, recognized both consequence of fall and cause of fall as important issues to address.  He presented the case in an organized and shared his plan so we could work on his clinical reasoning.  We did some teaching on application of the C-spine rules: range of motion in CCS does not require it to be painless just able to, NEXUS can clear c-spine in older patients who fall.  We reviewed disposition decisions in syncope - it's all about risk for ventricular arrhythmias - use CDN Syncope score (vagal vs not likely to be vagal).  Also reviewed screening neuro exam - just do proximal and distal Upper and Lower extremity, if normal no further strength testing can be done.",
08/28/2018,Resident_001,1.2,Faculty_002,Clinical Supervisor,5,Part A: Direct and Indirect Observation - Form 1,direct,"Resident assessed and presented a patient with chest pain.  He gathered all of the information needed to come up with a treatment plan.  He was given the feedback that when a patient is a given a diagnosis in the few days prior to ED presentation (ie. pneumonia like in this case), find out how the diagnosis was made and question it - not because you doubt the abilities of the previous physician, but more time has passed and the patient clearly is having new or worsening symptoms.  Make sure the diagnosis is correct.",
09/02/2018,Resident_001,1.2,Faculty_005,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,indirect,"This was a very vague patient with leg symptoms that did not lead to one unifying diagnosis. Resident took his time and obtained a very thorough history which I repeated because I was so confused, and found his history to be very accurate. The information gathering was there, however a differential diagnosis (albeit very difficult in this case) was lacking. We discussed an approach to ruling out the dangerous diagnoses in the ED and otherwise making a referral for further outpatient care.",
09/12/2018,Resident_001,1.2,Faculty_004,Clinical Supervisor,2,Part A: Direct and Indirect Observation - Form 1,direct,"I performed procedural sedation while Resident attempted I&D on an abscess. It was a difficult drainage, which even after my own attempts, we did not get much out. Resident did ok for his stage of training. I would just suggest more confidence during the procedure, a larger incision, and more confident blunt dissection.",
09/13/2018,Resident_001,1.2,Faculty_021,Clinical Supervisor,3,Part A: Direct and Indirect Observation - Form 1,indirect,No concerns identified.,
09/14/2018,Resident_001,1.2,Faculty_009,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,direct,When doing a H and PE in a sick patient it is important to stay organized and focused on questions directly related to your differential.  This will allow you to be quicker and also ensure emergent treatments are initiated in a timely fashion.  You had a patient who wondered in his thought content but when VS are abnormal it is important to stay focused and start emergent treamtments.,
09/14/2018,Resident_001,1.2,Faculty_009,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,direct,good primary and secondary surveys.  Remember the retroperitoneum is not seen on US and if not doing an abdominal CT look at the urine.,
09/18/2018,Resident_001,1.2,Faculty_004,Clinical Supervisor,5,Part A: Direct and Indirect Observation - Form 1,direct,"Resident assessed the parent of a colleague, who came in as a CTAS 2 CP. I was there for the initial part of the assessment, however Resident achieved all important milestones associated with this presentation. He formulated an appropriate differential and plan, and liaised with the family in a sensitive manner. The pt went home safely and the family were very happy with care.",
07/13/2018,Resident_002,1.2,Faculty_022,Clinical Supervisor,3,Part A: Direct and Indirect Observation - Form 1,indirect,"For elderly patients with CHF, I’m happy you considered cardiac causes of epigastric pain. To interpret an elevated troponin in this population, it is helpful to look at previous values.",
07/16/2018,Resident_002,1.2,Faculty_008,Clinical Supervisor,3,Part A: Direct and Indirect Observation - Form 1,direct,Resident was thorough and systematic in his assessment of this patient which included both primary and secondary surveys along with reassessment as patient sobered up. He required some prompting to use real time application of the cspine rules in order to decide whether immobilization was necessary.  Disposition planing was less straightforward as patient was intoxicated and altered in the setting of a head injury and facial fractures.  Resident completed an excellent laceration repair.,
07/20/2018,Resident_002,1.2,Faculty_004,Clinical Supervisor,5,Part A: Direct and Indirect Observation - Form 1,indirect,"I though Resident did well again. I sent him to see a CTAS 2 CP. He correctly identified (I agreed with his assessment) that the nature of the CP was concerning, that the patient needed a monitored spot, and correctly gave the pt ASA.",
08/16/2018,Resident_002,1.2,Faculty_013,Clinical Supervisor,5,Part A: Direct and Indirect Observation - Form 1,indirect,Thorough evaluation and disposition of infant with upper respiratory infection,
08/16/2018,Resident_002,1.2,Faculty_013,Clinical Supervisor,5,Part A: Direct and Indirect Observation - Form 1,indirect,"Difficult to assess complaints due to dementia. Collateral history obtained. Bedside u/s undertaken. Thorough diagnostic workup, labs and imaging. Appropriate referral for admission.",
08/19/2018,Resident_002,1.2,Faculty_009,Clinical Supervisor,3,Part A: Direct and Indirect Observation - Form 1,indirect,Great history physical ddx and initial management.  Needed prompting with appropriate disposition plan,
08/31/2018,Resident_002,1.2,Faculty_011,Clinical Supervisor,5,Part A: Direct and Indirect Observation - Form 1,indirect,"Keep in mind that presentation is dynamic and symptoms may evolve with time, hence the concept ""assess and reassess""",
09/05/2018,Resident_002,1.2,Faculty_016,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,indirect,Resident worked up a complex patient with ?secondary Parkinsonism. He had a good approach and differential for this patient and did a good complete hx and pe,
09/14/2018,Resident_002,1.2,Faculty_006,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,direct,"Well done, remember to document key historical findings that are not listed on our EHR (like a normal stress test)",
09/21/2018,Resident_002,1.2,Faculty_023,Clinical Supervisor,4,Part A: Direct and Indirect Observation - Form 1,"adult, complex clinical characteristic, other, direct",Excellent evaluation and workup of a  patient 2 days post ablation presenting with symptoms suggestive of a posterior circulation TIA and CVA or hemorrhage,
07/06/2018,Resident_003,1.2,Faculty_008,Clinical Supervisor,3,Part A: Direct and Indirect Observation - Form 1,,Great rapport with patient and family. Appropriate use of volume in hearing impaired patient. Appropriately recognized missing pieces of history and physical and returned for reassessment and review. Appropriate reassessments of the patient. Ddx was well considered exploring the differences between syncope and seizure given the patient complexities. Goal to work on earlier consideration of disposition.,
07/16/2018,Resident_003,1.2,Faculty_024,Clinical Supervisor,5,Part A: Direct and Indirect Observation - Form 1,direct,Thorough assessment of patient and good ddx,
07/17/2018,Resident_003,1.2,Faculty_013,Clinical Supervisor,5,Part A: Direct and Indirect Observation - Form 1,direct,Ran the trauma assessment methodically & efficiently,
